Names,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Average Stats,Type Combination,Atk-Def Ratio,Rank,Image_URL
Mega  Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100,103,Psychic-Fairy,1.307692308,65,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png
Surskit,Bug,Water,269,40,30,32,50,52,65,44.83333333,Bug-Water,0.9375,1106,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png
Masquerain,Bug,Flying,454,70,60,62,100,82,80,75.66666667,Bug-Flying,0.967741935,630,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png
Shroomish,Grass,null,295,60,40,60,40,60,35,49.16666667,Grass,0.666666667,1042,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png
Breloom,Grass,Fighting,460,60,130,80,60,60,70,76.66666667,Grass-Fighting,1.625,598,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png
Slakoth,Normal,null,280,60,60,60,35,35,30,46.66666667,Normal,1,1075,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png
Vigoroth,Normal,null,440,80,80,80,55,55,90,73.33333333,Normal,1,652,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png
Slaking,Normal,null,670,150,160,100,95,65,100,111.6666667,Normal,1.6,43,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png
Nincada,Bug,Ground,266,31,45,90,30,30,40,44.33333333,Bug-Ground,0.5,1108,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png
Ninjask,Bug,Flying,456,61,90,45,50,50,160,76,Bug-Flying,2,617,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png
Shedinja,Bug,Ghost,236,1,90,45,30,30,40,39.33333333,Bug-Ghost,2,1157,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png
Whismur,Normal,null,240,64,51,23,51,23,28,40,Normal,2.217391304,1150,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png
Loudred,Normal,null,360,84,71,43,71,43,48,60,Normal,1.651162791,831,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png
Exploud,Normal,null,490,104,91,63,91,73,68,81.66666667,Normal,1.444444444,434,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png
Makuhita,Fighting,null,237,72,60,30,20,30,25,39.5,Fighting,2,1155,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png
Hariyama,Fighting,null,474,144,120,60,40,60,50,79,Fighting,2,559,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png
Azurill,Normal,Fairy,190,50,20,40,20,40,20,31.66666667,Normal-Fairy,0.5,1190,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png
Nosepass,Rock,null,375,30,45,135,45,90,30,62.5,Rock,0.333333333,814,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png
Skitty,Normal,null,260,50,45,45,35,35,50,43.33333333,Normal,1,1119,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png
Delcatty,Normal,null,400,70,65,65,55,55,90,66.66666667,Normal,1,778,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png
Sableye,Dark,Ghost,380,50,75,75,65,65,50,63.33333333,Dark-Ghost,1,808,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png
Mega  Sableye,Dark,Ghost,480,50,85,125,85,115,20,80,Dark-Ghost,0.68,512,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png
Mawile,Steel,Fairy,380,50,85,85,55,55,50,63.33333333,Steel-Fairy,1,808,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png
Mega  Mawile,Steel,Fairy,480,50,105,125,55,95,50,80,Steel-Fairy,0.84,512,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png
Aron,Steel,Rock,330,50,70,100,40,40,30,55,Steel-Rock,0.7,892,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png
Lairon,Steel,Rock,430,60,90,140,50,50,40,71.66666667,Steel-Rock,0.642857143,673,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png
Aggron,Steel,Rock,530,70,110,180,60,60,50,88.33333333,Steel-Rock,0.611111111,235,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png
Mega  Aggron,Steel,null,630,70,140,230,60,80,50,105,Steel,0.608695652,58,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png
Meditite,Fighting,Psychic,280,30,40,55,40,55,60,46.66666667,Fighting-Psychic,0.727272727,1075,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png
Medicham,Fighting,Psychic,410,60,60,75,60,75,80,68.33333333,Fighting-Psychic,0.8,733,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png
Mega  Medicham,Fighting,Psychic,510,60,100,85,80,85,100,85,Fighting-Psychic,1.176470588,320,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png
Electrike,Electric,null,295,40,45,40,65,40,65,49.16666667,Electric,1.125,1042,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png
Manectric,Electric,null,475,70,75,60,105,60,105,79.16666667,Electric,1.25,545,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png
Mega  Manectric,Electric,null,575,70,75,80,135,80,135,95.83333333,Electric,0.9375,159,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png
Plusle,Electric,null,405,60,50,40,85,75,95,67.5,Electric,1.25,750,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png
Minun,Electric,null,405,60,40,50,75,85,95,67.5,Electric,0.8,750,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png
Volbeat,Bug,null,430,65,73,75,47,85,85,71.66666667,Bug,0.973333333,673,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png
Illumise,Bug,null,430,65,47,75,73,85,85,71.66666667,Bug,0.626666667,673,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png
Roselia,Grass,Poison,400,50,60,45,100,80,65,66.66666667,Grass-Poison,1.333333333,778,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png
Gulpin,Poison,null,302,70,43,53,43,53,40,50.33333333,Poison,0.811320755,1011,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png
Swalot,Poison,null,467,100,73,83,73,83,55,77.83333333,Poison,0.879518072,584,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png
Carvanha,Water,Dark,305,45,90,20,65,20,65,50.83333333,Water-Dark,4.5,988,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png
Sharpedo,Water,Dark,460,70,120,40,95,40,95,76.66666667,Water-Dark,3,598,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png
Mega  Sharpedo,Water,Dark,560,70,140,70,110,65,105,93.33333333,Water-Dark,2,192,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png
Wailmer,Water,null,400,130,70,35,70,35,60,66.66666667,Water,2,778,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png
Wailord,Water,null,500,170,90,45,90,45,60,83.33333333,Water,2,365,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png
Numel,Fire,Ground,305,60,60,40,65,45,35,50.83333333,Fire-Ground,1.5,988,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png
Camerupt,Fire,Ground,460,70,100,70,105,75,40,76.66666667,Fire-Ground,1.428571429,598,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png
Mega  Camerupt,Fire,Ground,560,70,120,100,145,105,20,93.33333333,Fire-Ground,1.2,192,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png
Torkoal,Fire,null,470,70,85,140,85,70,20,78.33333333,Fire,0.607142857,568,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png
Spoink,Psychic,null,330,60,25,35,70,80,60,55,Psychic,0.714285714,892,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png
Grumpig,Psychic,null,470,80,45,65,90,110,80,78.33333333,Psychic,0.692307692,568,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png
Spinda,Normal,null,360,60,60,60,60,60,60,60,Normal,1,831,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png
Trapinch,Ground,null,290,45,100,45,45,45,10,48.33333333,Ground,2.222222222,1052,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png
Vibrava,Ground,Dragon,340,50,70,50,50,50,70,56.66666667,Ground-Dragon,1.4,867,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png
Flygon,Ground,Dragon,520,80,100,80,80,80,100,86.66666667,Ground-Dragon,1.25,290,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png
Cacnea,Grass,null,335,50,85,40,85,40,35,55.83333333,Grass,2.125,879,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png
Cacturne,Grass,Dark,475,70,115,60,115,60,55,79.16666667,Grass-Dark,1.916666667,545,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png
Swablu,Normal,Flying,310,45,40,60,40,75,50,51.66666667,Normal-Flying,0.666666667,960,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png
Altaria,Dragon,Flying,490,75,70,90,70,105,80,81.66666667,Dragon-Flying,0.777777778,434,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png
Mega  Altaria,Dragon,Fairy,590,75,110,110,110,105,80,98.33333333,Dragon-Fairy,1,118,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png
Zangoose,Normal,null,458,73,115,60,60,60,90,76.33333333,Normal,1.916666667,614,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png
Seviper,Poison,null,458,73,100,60,100,60,65,76.33333333,Poison,1.666666667,614,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png
Lunatone,Rock,Psychic,460,90,55,65,95,85,70,76.66666667,Rock-Psychic,0.846153846,598,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png
Solrock,Rock,Psychic,460,90,95,85,55,65,70,76.66666667,Rock-Psychic,1.117647059,598,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png
Barboach,Water,Ground,288,50,48,43,46,41,60,48,Water-Ground,1.11627907,1065,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png
Whiscash,Water,Ground,468,110,78,73,76,71,60,78,Water-Ground,1.068493151,582,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png
Corphish,Water,null,308,43,80,65,50,35,35,51.33333333,Water,1.230769231,981,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png
Crawdaunt,Water,Dark,468,63,120,85,90,55,55,78,Water-Dark,1.411764706,582,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png
Baltoy,Ground,Psychic,300,40,40,55,40,70,55,50,Ground-Psychic,0.727272727,1012,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png
Claydol,Ground,Psychic,500,60,70,105,70,120,75,83.33333333,Ground-Psychic,0.666666667,365,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png
Lileep,Rock,Grass,355,66,41,77,61,87,23,59.16666667,Rock-Grass,0.532467532,838,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png
Cradily,Rock,Grass,495,86,81,97,81,107,43,82.5,Rock-Grass,0.835051546,408,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png
Anorith,Rock,Bug,355,45,95,50,40,50,75,59.16666667,Rock-Bug,1.9,838,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png
Armaldo,Rock,Bug,495,75,125,100,70,80,45,82.5,Rock-Bug,1.25,408,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png
Feebas,Water,null,200,20,15,20,10,55,80,33.33333333,Water,0.75,1181,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png
Milotic,Water,null,540,95,60,79,100,125,81,90,Water,0.759493671,206,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png
Castform,Normal,null,420,70,70,70,70,70,70,70,Normal,1,697,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png
Castform  Sunny  Form,Fire,null,420,70,70,70,70,70,70,70,Fire,1,697,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png
Castform  Rainy  Form,Water,null,420,70,70,70,70,70,70,70,Water,1,697,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png
Castform  Snowy  Form,Ice,null,420,70,70,70,70,70,70,70,Ice,1,697,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png
Kecleon,Normal,null,440,60,90,70,60,120,40,73.33333333,Normal,1.285714286,652,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png
Shuppet,Ghost,null,295,44,75,35,63,33,45,49.16666667,Ghost,2.142857143,1042,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png
Banette,Ghost,null,455,64,115,65,83,63,65,75.83333333,Ghost,1.769230769,618,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png
Mega  Banette,Ghost,null,555,64,165,75,93,83,75,92.5,Ghost,2.2,194,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png
Duskull,Ghost,null,295,20,40,90,30,90,25,49.16666667,Ghost,0.444444444,1042,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png
Dusclops,Ghost,null,455,40,70,130,60,130,25,75.83333333,Ghost,0.538461538,618,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png
Tropius,Grass,Flying,460,99,68,83,72,87,51,76.66666667,Grass-Flying,0.819277108,598,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png
Chimecho,Psychic,null,455,75,50,80,95,90,65,75.83333333,Psychic,0.625,618,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png
Absol,Dark,null,465,65,130,60,75,60,75,77.5,Dark,2.166666667,587,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png
Mega  Absol,Dark,null,565,65,150,60,115,60,115,94.16666667,Dark,2.5,191,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png
Wynaut,Psychic,null,260,95,23,48,23,48,23,43.33333333,Psychic,0.479166667,1119,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png
Snorunt,Ice,null,300,50,50,50,50,50,50,50,Ice,1,1012,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png
Glalie,Ice,null,480,80,80,80,80,80,80,80,Ice,1,512,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png
Mega  Glalie,Ice,null,580,80,120,80,120,80,100,96.66666667,Ice,1.5,125,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png
Spheal,Ice,Water,290,70,40,50,55,50,25,48.33333333,Ice-Water,0.8,1052,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png
Sealeo,Ice,Water,410,90,60,70,75,70,45,68.33333333,Ice-Water,0.857142857,733,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png
Walrein,Ice,Water,530,110,80,90,95,90,65,88.33333333,Ice-Water,0.888888889,235,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png
Clamperl,Water,null,345,35,64,85,74,55,32,57.5,Water,0.752941176,862,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png
Huntail,Water,null,485,55,104,105,94,75,52,80.83333333,Water,0.99047619,479,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png
Gorebyss,Water,null,485,55,84,105,114,75,52,80.83333333,Water,0.8,479,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png
Relicanth,Water,Rock,485,100,90,130,45,65,55,80.83333333,Water-Rock,0.692307692,479,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png
Luvdisc,Water,null,330,43,30,55,40,65,97,55,Water,0.545454545,892,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png
Bagon,Dragon,null,300,45,75,60,40,30,50,50,Dragon,1.25,1012,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png
Shelgon,Dragon,null,420,65,95,100,60,50,50,70,Dragon,0.95,697,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png
Salamence,Dragon,Flying,600,95,135,80,110,80,100,100,Dragon-Flying,1.6875,70,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png
Mega  Salamence,Dragon,Flying,700,95,145,130,120,90,120,116.6666667,Dragon-Flying,1.115384615,10,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png
Beldum,Steel,Psychic,300,40,55,80,35,60,30,50,Steel-Psychic,0.6875,1012,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png
Metang,Steel,Psychic,420,60,75,100,55,80,50,70,Steel-Psychic,0.75,697,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png
Metagross,Steel,Psychic,600,80,135,130,95,90,70,100,Steel-Psychic,1.038461538,70,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png
Mega  Metagross,Steel,Psychic,700,80,145,150,105,110,110,116.6666667,Steel-Psychic,0.966666667,10,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png
Regirock,Rock,null,580,80,100,200,50,100,50,96.66666667,Rock,0.5,125,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png
Regice,Ice,null,580,80,50,100,100,200,50,96.66666667,Ice,0.5,125,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png
Registeel,Steel,null,580,80,75,150,75,150,50,96.66666667,Steel,0.5,125,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png
Latias,Dragon,Psychic,600,80,80,90,110,130,110,100,Dragon-Psychic,0.888888889,70,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png
Mega  Latias,Dragon,Psychic,700,80,100,120,140,150,110,116.6666667,Dragon-Psychic,0.833333333,10,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png
Latios,Dragon,Psychic,600,80,90,80,130,110,110,100,Dragon-Psychic,1.125,70,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png
Mega  Latios,Dragon,Psychic,700,80,130,100,160,120,110,116.6666667,Dragon-Psychic,1.3,10,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png
Kyogre,Water,null,670,100,100,90,150,140,90,111.6666667,Water,1.111111111,43,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png
Primal  Kyogre,Water,null,770,100,150,90,180,160,90,128.3333333,Water,1.666666667,5,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png
Groudon,Ground,null,670,100,150,140,100,90,90,111.6666667,Ground,1.071428571,43,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png
Primal  Groudon,Ground,Fire,770,100,180,160,150,90,90,128.3333333,Ground-Fire,1.125,5,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png
Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,113.3333333,Dragon-Flying,1.666666667,22,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png
Mega  Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,130,Dragon-Flying,1.8,2,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png
Jirachi,Steel,Psychic,600,100,100,100,100,100,100,100,Steel-Psychic,1,70,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png
Deoxys  Normal  Forme,Psychic,null,600,50,150,50,150,50,150,100,Psychic,3,70,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png
Deoxys  Attack  Forme,Psychic,null,600,50,180,20,180,20,150,100,Psychic,9,70,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png
Deoxys  Defense  Forme,Psychic,null,600,50,70,160,70,160,90,100,Psychic,0.4375,70,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png
Deoxys  Speed  Forme,Psychic,null,600,50,95,90,95,90,180,100,Psychic,1.055555556,70,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png
Turtwig,Grass,null,318,55,68,64,45,55,31,53,Grass,1.0625,941,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png
Grotle,Grass,null,405,75,89,85,55,65,36,67.5,Grass,1.047058824,750,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png
Torterra,Grass,Ground,525,95,109,105,75,85,56,87.5,Grass-Ground,1.038095238,265,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png
Chimchar,Fire,null,309,44,58,44,58,44,61,51.5,Fire,1.318181818,977,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png
Monferno,Fire,Fighting,405,64,78,52,78,52,81,67.5,Fire-Fighting,1.5,750,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png
Infernape,Fire,Fighting,534,76,104,71,104,71,108,89,Fire-Fighting,1.464788732,228,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png
Piplup,Water,null,314,53,51,53,61,56,40,52.33333333,Water,0.962264151,954,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png
Prinplup,Water,null,405,64,66,68,81,76,50,67.5,Water,0.970588235,750,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png
Empoleon,Water,Steel,530,84,86,88,111,101,60,88.33333333,Water-Steel,0.977272727,235,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png
Starly,Normal,Flying,245,40,55,30,30,30,60,40.83333333,Normal-Flying,1.833333333,1141,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png
Staravia,Normal,Flying,340,55,75,50,40,40,80,56.66666667,Normal-Flying,1.5,867,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png
Staraptor,Normal,Flying,485,85,120,70,50,60,100,80.83333333,Normal-Flying,1.714285714,479,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png
Bidoof,Normal,null,250,59,45,40,35,40,31,41.66666667,Normal,1.125,1132,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png
Bibarel,Normal,Water,410,79,85,60,55,60,71,68.33333333,Normal-Water,1.416666667,733,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png
Kricketot,Bug,null,194,37,25,41,25,41,25,32.33333333,Bug,0.609756098,1189,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png
Kricketune,Bug,null,384,77,85,51,55,51,65,64,Bug,1.666666667,805,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png
Shinx,Electric,null,263,45,65,34,40,34,45,43.83333333,Electric,1.911764706,1116,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png
Luxio,Electric,null,363,60,85,49,60,49,60,60.5,Electric,1.734693878,828,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png
Luxray,Electric,null,523,80,120,79,95,79,70,87.16666667,Electric,1.518987342,286,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png
Budew,Grass,Poison,280,40,30,35,50,70,55,46.66666667,Grass-Poison,0.857142857,1075,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png
Roserade,Grass,Poison,515,60,70,65,125,105,90,85.83333333,Grass-Poison,1.076923077,308,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png
Cranidos,Rock,null,350,67,125,40,30,30,58,58.33333333,Rock,3.125,848,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png
Rampardos,Rock,null,495,97,165,60,65,50,58,82.5,Rock,2.75,408,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png
Shieldon,Rock,Steel,350,30,42,118,42,88,30,58.33333333,Rock-Steel,0.355932203,848,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png
Bastiodon,Rock,Steel,495,60,52,168,47,138,30,82.5,Rock-Steel,0.30952381,408,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png
Burmy  Plant  Cloak,Bug,null,224,40,29,45,29,45,36,37.33333333,Bug,0.644444444,1159,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-plant.png
Burmy  Sandy  Cloak,Bug,null,224,40,29,45,29,45,36,37.33333333,Bug,0.644444444,1159,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-sandy.png
Burmy  Trash  Cloak,Bug,null,224,40,29,45,29,45,36,37.33333333,Bug,0.644444444,1159,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-trash.png
Wormadam  Plant  Cloak,Bug,Grass,424,60,59,85,79,105,36,70.66666667,Bug-Grass,0.694117647,691,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png
Wormadam  Sandy  Cloak,Bug,Ground,424,60,79,105,59,85,36,70.66666667,Bug-Ground,0.752380952,691,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png
Wormadam  Trash  Cloak,Bug,Steel,424,60,69,95,69,95,36,70.66666667,Bug-Steel,0.726315789,691,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png
Mothim,Bug,Flying,424,70,94,50,94,50,66,70.66666667,Bug-Flying,1.88,691,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png
Combee,Bug,Flying,244,30,30,42,30,42,70,40.66666667,Bug-Flying,0.714285714,1148,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png
Vespiquen,Bug,Flying,474,70,80,102,80,102,40,79,Bug-Flying,0.784313725,559,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png
Pachirisu,Electric,null,405,60,45,70,45,90,95,67.5,Electric,0.642857143,750,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png
Buizel,Water,null,330,55,65,35,60,30,85,55,Water,1.857142857,892,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png
Floatzel,Water,null,495,85,105,55,85,50,115,82.5,Water,1.909090909,408,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png
Cherubi,Grass,null,275,45,35,45,62,53,35,45.83333333,Grass,0.777777778,1089,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png
Cherrim,Grass,null,450,70,60,70,87,78,85,75,Grass,0.857142857,637,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png
Shellos,Water,null,325,76,48,48,57,62,34,54.16666667,Water,1,914,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png
Gastrodon,Water,Ground,475,111,83,68,92,82,39,79.16666667,Water-Ground,1.220588235,545,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png
Ambipom,Normal,null,482,75,100,66,60,66,115,80.33333333,Normal,1.515151515,508,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png
Drifloon,Ghost,Flying,348,90,50,34,60,44,70,58,Ghost-Flying,1.470588235,859,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png
Drifblim,Ghost,Flying,498,150,80,44,90,54,80,83,Ghost-Flying,1.818181818,403,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png
Buneary,Normal,null,350,55,66,44,44,56,85,58.33333333,Normal,1.5,848,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png
Lopunny,Normal,null,480,65,76,84,54,96,105,80,Normal,0.904761905,512,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png
Mega  Lopunny,Normal,Fighting,580,65,136,94,54,96,135,96.66666667,Normal-Fighting,1.446808511,125,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png
Mismagius,Ghost,null,495,60,60,60,105,105,105,82.5,Ghost,1,408,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png
Honchkrow,Dark,Flying,505,100,125,52,105,52,71,84.16666667,Dark-Flying,2.403846154,347,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png
Glameow,Normal,null,310,49,55,42,42,37,85,51.66666667,Normal,1.30952381,960,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png
